Minimum User Password Length,সর্বনিম্ন ব্যবহারকারীর পাসওয়ার্ড দৈর্ঘ্য
Mission Progress,মিশন অগ্রগতি
Missions,মিশন
Modifies the way flag submission are made.,পতাকা জমা দেওয়ার পদ্ধতিটি পরিবর্তন করে।
Money,টাকা
money,টাকা
Motto,নীতিবাক্য
Multiple Choice,বহু নির্বাচনী
Multiple Choice Flag,একাধিক চয়েস পতাকা
Must be unique,অবশ্যই অনন্য হবে
MVP,সবচেয়ে মূল্যবান খেলোয়াড়
MVP - List Top N Payers,এমভিপি - শীর্ষস্থানীয় এন পেয়ারদের তালিকা করুন
MVP List Top,এমভিপি তালিকার শীর্ষে
MVP Scoreboard,এমভিপি স্কোরবোর্ড
MVP Scoreboard,এমভিপি স্কোরবোর্ড
Name,নাম
Never,না
New Bank Account Password,নতুন ব্যাঙ্ক অ্যাকাউন্টের পাসওয়ার্ড
New Bank Password,নতুন ব্যাঙ্কের পাসওয়ার্ড
New Box,নতুন বাক্স
New Category,নতুন বিভাগ
New Corporation,নতুন কর্পোরেশন
New Flag,নতুন পতাকা
New Game Level,নতুন গেম স্তর
New IP Address,নতুন আইপি ঠিকানা
New Password,নতুন পাসওয়ার্ড
New Team,নতুন দল
New Team Member,নতুন দলের সদস্য
New Team Name,নতুন দলের নাম
No,না
No Avatar,অবতার নেই
No Boxes,কোনও বাক্স নেই
No boxes in this corporation yet,এই কর্পোরেশনে এখনও কোনও বাক্স নেই
No boxes on this level yet,এখনও এই স্তরের কোনও বাক্স নেই
No Bribes in Progress,অগ্রগতিতে কোন ঘুষ নেই
No Completed Bribes,সম্পূর্ণ ঘুষ নেই
No flags captured yet.,এখনও কোনও পতাকা ধরা পড়ে নি।
No flags on this box yet,এই বাক্সে এখনও কোনও পতাকা নেই
No further penalty thereafter.,এরপরে আর কোনও জরিমানা নেই।
No Lock,কোনও লক নেই
No name,নামহীন
No Pending Bribes,মুলতুবি নেই
No sheep yet - check back later.,এখনও কোনও ভেড়া নেই - পরে আবার পরীক্ষা করুন।
No Source Code For Sale at This Time,এই সময়ে বিক্রয়ের জন্য কোনও উত্স কোড নেই
No Tokens in Database,ডাটাবেসে টোকেন নেই
No upgrades left.,কোনও আপগ্রেড বাকি নেই।
No Users,কোনও ব্যবহারকারী নেই
None,না
Noob Alert,নুব সতর্কতা
"Not all options are accessible in the web configuration.  For more, see","ওয়েব কনফিগারেশনে সমস্ত অপশন অ্যাক্সেসযোগ্য নয়। আরও জন্য, দেখুন"
Note,বিঃদ্রঃ
Note: Files or documents for the challenge can be placed in the Game Materials.,দ্রষ্টব্য: চ্যালেঞ্জের জন্য ফাইল বা দস্তাবেজগুলি গেম সামগ্রীগুলিতে স্থাপন করা যেতে পারে।
Note: Files or documents for the challenge can be placed in the Game Materials.,দ্রষ্টব্য: চ্যালেঞ্জের জন্য ফাইল বা দস্তাবেজগুলি গেম সামগ্রীগুলিতে স্থাপন করা যেতে পারে।
NOTE: Max attempts and penalties will not be applied in Single Box mode.,দ্রষ্টব্য: একক বক্স মোডে সর্বাধিক প্রচেষ্টা এবং জরিমানা প্রয়োগ করা হবে না।
NOTE: This setting is ignored if the box flag submission type is set to Single Box.,দ্রষ্টব্য: বক্স পতাকা জমা দেওয়ার ধরণটি একক বাক্সে সেট করা থাকলে এই সেটিংটি উপেক্ষা করা হবে।
Notification Message,বিজ্ঞপ্তি বার্তা
Notifications,বিজ্ঞপ্তিগুলি
Number of Bots,বট সংখ্যা
Number of Flags,পতাকা সংখ্যা
Number of new Level,নতুন স্তরের সংখ্যা
of Flag Value,পতাকা মান
of the flag's value. It will start on the,পতাকার মান। এটি শুরু হবে
Old Password,পুরানো পাসওয়ার্ড
One submission box for any flag.  Compares attempts against all flags in the box.,যে কোনও পতাকার জন্য একটি জমা দেওয়ার বাক্স। বাক্সের সমস্ত পতাকা বিরুদ্ধে প্রচেষ্টা তুলনা করে।
only,কেবল
Optional,ঐচ্ছিক
Or Choose Existing,বা বিদ্যমান নির্বাচন করুন
Outcome,ফলাফল
Outcome,ফলাফল
Password,পাসওয়ার্ড
Password Cracked,পাসওয়ার্ড ফাটল
Password Cracking Leaderboard,পাসওয়ার্ড ক্র্যাকিং লিডারবোর্ড
Password Hash,পাসওয়ার্ড হ্যাশ
Password Security,পাসওয়ার্ড সুরক্ষা
Password Upgrade Cost,পাসওয়ার্ড আপগ্রেড ব্যয়
Passwords Cracked,পাসওয়ার্ড ফাটল
Paste Name,নাম আটকান
Paste Text Here,এখানে পাঠ্য আটকান
PasteBin,PasteBin
Pastebin Character Limit,পেস্টবিন চরিত্রের সীমা
Pause Registration,নিবন্ধকরণ বিরতি দিন
Set Countdown,কাউন্টডাউন সেট করুন
Penalize the score by this percent of the flag value for each incorrect attempt (applied after dynamic scoring if enabled).,প্রতিটি ভুল প্রয়াসের জন্য পতাকা মানটির এই শতাংশের দ্বারা স্কোরকে পেনালাইজ করুন (সক্ষম করা থাকলে গতিশীল স্কোরিংয়ের পরে প্রয়োগ করা হবে)।
Pending,মুলতুবী
Pending Bribes,মুলতুবি থাকা
per page,প্রতি পৃষ্ঠা
Plain Text,সাধারণ পাঠ্য
Play Story,গল্প খেলুন
player,খেলোয়াড়
Player,খেলোয়াড়
Player Alias,প্লেয়ার উপনাম
Player Arrested!,প্লেয়ার গ্রেপ্তার!
Player Email,প্লেয়ার ইমেল
Player Name,খেলোয়াড়ের নাম
"Player's bank account passwords are also available, allowing you to crack each other's passwords and steal the money.","প্লেয়ারের ব্যাঙ্ক অ্যাকাউন্টের পাসওয়ার্ডগুলিও উপলব্ধ, আপনাকে একে অপরের পাসওয়ার্ড ক্র্যাক করতে এবং অর্থ চুরি করতে।"
Players,প্লেয়ার
Please do NOT enter your real bank account password.,দয়া করে আপনার আসল ব্যাংক অ্যাকাউন্টের পাসওয়ার্ড প্রবেশ করবেন না।
points,পয়েন্ট
Points,পয়েন্ট
points,পয়েন্ট
Previous Bribes,পূর্ববর্তী ঘুষ
Price,মূল্য
Privacy Policy,গোপনীয়তা
Private,ব্যক্তিগত
Programming,প্রোগ্রামিং
Provide the code used to join an existing team.  Visible to other team members on their home page.,বিদ্যমান দলে যোগদানের জন্য ব্যবহৃত কোড সরবরাহ করুন। অন্যান্য দলের সদস্যদের তাদের হোম পৃষ্ঠায় দৃশ্যমান।
Public,প্রকাশ্য
Public Team Creation,পাবলিক টিম ক্রিয়েশন
Public Teams,পাবলিক দল
Purchase,ক্রয়
Purchase Unlock,ক্রয় আনলক করুন
Purchased,কেনা
Rank By,রেঙ্ক বাই
Regex Flag,রেজেক্স পতাকা
Regex Pattern,রেজেক্স প্যাটার্ন
Register Account,অ্যাকাউন্ট নিবন্ধন করুন
Registration,নিবন্ধন
Registration Email,নিবন্ধন ইমেল
Registration Tokens,নিবন্ধন টোকেন
Regular Expression,নিয়মিত এক্সপ্রেশন
Remove,অপসারণ
Require Email,ইমেল প্রয়োজন
Reset Actions,ক্রিয়াগুলি পুনরায় সেট করুন
Reset Game,রিসেট গেম
Reset Game,রিসেট গেম
Reset player / team starting points / money,প্লেয়ার / দল শুরু করার পয়েন্ট / অর্থ পুনরায় সেট করুন
Restrict players bank password to this length,খেলোয়াড়দের ব্যাঙ্কের পাসওয়ার্ড এই দৈর্ঘ্যে সীমাবদ্ধ করুন
Restrict players user password to this length,খেলোয়াড়ের ব্যবহারকারীর পাসওয়ার্ড এই দৈর্ঘ্যে সীমাবদ্ধ করুন
Resume Registration,পুনরায় নিবন্ধকরণ শুরু করুন
Resume Scoreboard,স্কোরবোর্ড পুনরায় শুরু করুন
Return to Edit,সম্পাদনায় ফিরে আসুন
Return to Missions,মিশনে ফিরে আসুন
Reward,পুরস্কার
Role,ভূমিকা
Rules of Engagement: Do not attack the game scoreboard platform.  Do not change the passwords of existing accounts in the network unless specified by a game objective.,বাগদানের নিয়ম: গেম স্কোরবোর্ড প্ল্যাটফর্ম আক্রমণ করবেন না। কোনও গেমের উদ্দেশ্য দ্বারা নির্দিষ্ট না করা থাকলে নেটওয়ার্কে বিদ্যমান অ্যাকাউন্টগুলির পাসওয়ার্ডগুলি পরিবর্তন করবেন না।
S.W.A.T,S.W.A.T
Save,সংরক্ষণ করুন
Score,স্কোর
Scoreboard,স্কোরবোর্ড
Scoreboard Rank By,স্কোরবোর্ডের র‌্যাঙ্ক দ্বারা
Scoreboard Visibility,স্কোরবোর্ডের দৃশ্যমানতা
Security Breach,নিরাপত্তা ভঙ্গ
See All,সবগুলো দেখ
Select a Theme,একটি থিম নির্বাচন করুন
Select Avatar,অবতারটি নির্বাচন করুন
Select New Avatar,নতুন অবতার নির্বাচন করুন
Send,পাঠান
Send a global notification to all players,সমস্ত খেলোয়াড়কে একটি বিশ্বব্যাপী বিজ্ঞপ্তি প্রেরণ করুন
Set Countdown Timer,কাউন্টডাউন টাইমার সেট করুন
Set the game countdown timer,গেম কাউন্টডাউন টাইমার সেট করুন
Settings,সেটিংস
Share your team code to allow other players to join,অন্যান্য খেলোয়াড়দের যোগদানের অনুমতি দেওয়ার জন্য আপনার দলের কোডটি ভাগ করুন
Shared Files,ভাগ করা ফাইল
Sheep,মেষ
Show MVP,এমভিপি দেখান
Since Score,স্কোর যেহেতু
Single Box,একক বাক্স
Skill Progress,দক্ষতা অগ্রগতি
Source Code,সোর্স কোড
Source Code Archive,উত্স কোড সংরক্ষণাগার
Source Code Market,উত্স কোড বাজার
Special Thanks,বিশেষ ধন্যবাদ
Start a New Team,একটি নতুন দল শুরু করুন
Start the Game,খেলা শুরু কর
start with 0 points,0 পয়েন্ট দিয়ে শুরু করুন
Starting Money,শুরু টাকা
Static Flag,স্থির পতাকা
Static Token,স্ট্যাটিক টোকেন
Statistics,পরিসংখ্যান
stop on & after,উপর এবং পরে থামুন
Stop the Game,খেলা বন্ধ করুন
Stop the game after timer ends,টাইমার শেষ হওয়ার পরে খেলা বন্ধ করুন
Story,গল্প
Story Mode,বিবরণ মোড
Submit,জমা দিন
Submit a Bug,একটি বাগ জমা দিন
Submit a Flag,একটি পতাকা জমা দিন
Submit Bribe,ঘুষ জমা দিন
Submit Bribes,ঘুষ জমা দিন
Submit Flag,পতাকা জমা দিন
SUCCESS,SUCCESS টি
Success!,সফল!
Successful,সফল
Successful Captures,সফল ক্যাপচারগুলি
Successful Registration,সফল নিবন্ধকরণ
Successfully created a new account for,সাফল্যের জন্য একটি নতুন অ্যাকাউন্ট তৈরি
Summary,সারাংশ
Supports,সমর্থন
Switch Level,স্যুইচ স্তর
System Type,সিস্টেমের ধরন
Take,গ্রহণ করা
Take Hint,ইঙ্গিত নিন
Taken,ধরা
Target,লক্ষ্য
Target Handle,লক্ষ্য হ্যান্ডেল
Target Management,টার্গেট ম্যানেজমেন্ট
team,টীম
Team,টীম
Team Avatar,দল অবতার
Team Code,টিম কোড
Team File Share,দল ফাইল ভাগ
Team Information,দল তথ্য
Team Motto,দল মোটো
Team Name,দলের নাম
Team PasteBin,টিম পেস্টবিন
Team Play,টিম খেলার
Team Shares,দল ভাগ
Team Sharing,দল ভাগ করে নেওয়া
Teams,দলসমূহ
Test Flag,পরীক্ষার পতাকা
Text Share,পাঠ্য ভাগ
The black market is open and you know a guy. Download a target's source code or S.W.A.T. other players by bribing the (in-game) police.,কালো বাজার খোলা এবং আপনি একটি ছেলে জানেন। একটি টার্গেটের সোর্স কোড বা S.W.A.T. ডাউনলোড করুন অন্যান্য খেলোয়াড়দের (ইন-গেম) পুলিশকে ঘুষ দিয়ে।
The cost to take the hint.  Can be >= 0.,ইঙ্গিত নিতে খরচ। > = 0 হতে পারে।
The deduction is,ছাড় হয়
"The only other possibility is that I messed up some of the code, and that doesn't seem very likely.",কেবলমাত্র অন্য সম্ভাবনাটি হ'ল আমি কোডটি কয়েকটি গণ্ডগোল করে দিয়েছি এবং এটি খুব সম্ভবত বলে মনে হচ্ছে না।
The starting money for a new,একটি নতুন জন্য শুরু টাকা
Theme,বিষয়
There are currently no shared files.,বর্তমানে কোনও ভাগ করা ফাইল নেই।
"These flags are files, users must submit the exact same file to capture the flag. Only a hash (SHA1) of the file is stored on the server.","এই পতাকাগুলি ফাইল, ব্যবহারকারীদের পতাকাটি ক্যাপচারের জন্য অবশ্যই একই ফাইলটি জমা দিতে হবে। সার্ভারে কেবলমাত্র ফাইলের একটি হ্যাশ (SHA1) সঞ্চিত রয়েছে।"
"This game is set up to use dynamic scoring based on speed, meaning as other players capture the flags, the future value of those flags will decrease.  So grab them fast or lose out!","এই গেমটি গতির উপর ভিত্তি করে গতিশীল স্কোরিং ব্যবহার করার জন্য সেট করা হয়েছে, অর্থাত্ অন্যান্য খেলোয়াড়রা পতাকাগুলি ধরলে ভবিষ্যতে সেই পতাকার মূল্য হ্রাস পাবে। তাই দ্রুত তাদের ধরুন বা হারাতে!"
"This game is set up to use dynamic scoring based on difficulty, meaning as other players capture the flags, the overall value of those flags will decrease and potentially reduce your score.","এই গেমটি অসুবিধার উপর ভিত্তি করে ডায়নামিক স্কোরিং ব্যবহার করার জন্য তৈরি করা হয়েছে, মানে অন্যান্য খেলোয়াড়রা যেমন পতাকাগুলো ধরবে, সেই পতাকার সামগ্রিক মূল্য হ্রাস পাবে এবং সম্ভাব্যভাবে আপনার স্কোর কমাবে।"
This is a test flag/string the user could input for credit.,এটি একটি পরীক্ষামূলক পতাকা / স্ট্রিং যা ব্যবহারকারী ক্রেডিটের জন্য ইনপুট দিতে পারে।
This is the amount a player must pay to S.W.A.T. another players account.  Subsequent SWATs of the same player are also increased by this amount each time.,এটি কোনও খেলোয়াড়কে S.W.A.T. কে প্রদান করতে হবে amount অন্য খেলোয়াড়দের অ্যাকাউন্ট। একই প্লেয়ারের পরবর্তী সোয়াতগুলিও প্রতিবার এই পরিমাণে বৃদ্ধি করা হয়।
This is the amount a player must pay to upgrade their bank passwords hashing algorithm,একজন খেলোয়াড়কে তাদের ব্যাঙ্কের পাসওয়ার্ডগুলি হ্যাশিং অ্যালগরিদম আপগ্রেড করতে এই পরিমাণটি দিতে হবে
This is the amount awarded for capturing the flag.,পতাকাটি ক্যাপচারের জন্য এই পরিমাণ পুরষ্কার।
This is the amount awarded for completion of the box.,এই বাক্সটি সমাপ্ত করার জন্য পুরষ্কার প্রাপ্ত পরিমাণ।
This is the amount of money a team is paid per-bot on every interval.  The interval must be set in the .cfg file manually,প্রতি বিরতিতে কোনও দলকে প্রতি বট দেওয়া হয় এটিই। ব্যবধানটি ম্যানুয়ালি .cfg ফাইলে সেট করতে হবে
This is the box the flag is located on.,পতাকাটি বক্সটিতে অবস্থিত।
This is the description,এই বর্ণনা
This is the maximum number of players displayed on the MVP list (default 10) with a score > 0.,এটি এমভিপি তালিকার (ডিফল্ট 10) স্কোর> 0 দিয়ে প্রদর্শিত সর্বাধিক সংখ্যক খেলোয়াড়।
This is the message displayed to the user once the box is completed.,বাক্সটি শেষ হয়ে গেলে এটি ব্যবহারকারীর কাছে প্রদর্শিত বার্তা।
This is the message displayed to the user once the flag is captured.,পতাকাটি ক্যাপচার হওয়ার পরে এটি ব্যবহারকারীর কাছে প্রদর্শিত বার্তা।
This is the name that will appear in the upper left corner,এই নামটি উপরের বাম কোণে প্রদর্শিত হবে
This is the the limit of characters allowed for a pastebin post.,এটি কোনও পেস্টবিন পোস্টের জন্য অনুমোদিত অক্ষরের সীমা।
This is what you want the flag to be displayed as.  Leave blank to be named automatically by order #.,আপনি পতাকাটি হিসাবে প্রদর্শিত হতে চান এটি। অর্ডার দ্বারা স্বয়ংক্রিয়ভাবে নামকরণ করতে ফাঁকা ছেড়ে দিন।
This selection determines the method by which dynamic scoring is applied.,এই নির্বাচনটি সেই পদ্ধতিটি নির্ধারণ করে যার মাধ্যমে গতিশীল স্কোরিং প্রয়োগ করা হয়।
This selection determines the method by which the scoreboard is primarily ranked.,এই নির্বাচনটি সেই পদ্ধতিটি নির্ধারণ করে যার মাধ্যমে স্কোরবোর্ডটি প্রাথমিকভাবে র‌্যাঙ্ক করা হয়।
This selection determines the visibility of the scoreboard menu and pages.,এই নির্বাচনটি স্কোরবোর্ড মেনু এবং পৃষ্ঠাগুলির দৃশ্যমানতা নির্ধারণ করে।
"This will also delete associated IP addresses, boxes, and flags.","এটি সম্পর্কিত আইপি ঠিকানা, বাক্স এবং পতাকাগুলিও মুছে ফেলবে।"
"This will also delete associated IP addresses, hints, and flags.","এটি সম্পর্কিত আইপি ঠিকানাগুলি, ইঙ্গিতগুলি এবং পতাকাগুলিও মুছে ফেলবে।"
This will also delete boxes and flags associated with this level.,এটি এই স্তরের সাথে যুক্ত বাক্স এবং পতাকাগুলিও মুছে ফেলবে।
This will delete the player and the associated user account!,এটি প্লেয়ার এবং সম্পর্কিত ব্যবহারকারী অ্যাকাউন্ট মুছবে!
This will delete the team and any associated user accounts!,এটি দল এবং কোনও সম্পর্কিত ব্যবহারকারী অ্যাকাউন্ট মুছে ফেলবে!
Threshold,গোবরাট
Time,সময়
"Time to create a botnet. By uploading a small bot program to target machines, you can be periodically rewarded for each bot in your botnet; the larger the botnet the larger the reward.","বোটনেট তৈরির সময়। মেশিনগুলিকে লক্ষ্য করতে একটি ছোট বট প্রোগ্রাম আপলোড করে, আপনার বটনেটের প্রতিটি বটের জন্য আপনাকে পর্যায়ক্রমে পুরস্কৃত করা যেতে পারে; যত বড় বটনেট তত বেশি পুরস্কার।"
to Add,যোগ করতে
to Add or Subtract,যোগ বা বিয়োগ করতে
"To restore this RTB instance, you may also need the contents under the files directory, to include the rootthebox.cfg.","এই আরটিবি ইনস্ট্যান্সটি পুনরুদ্ধার করতে, আপনারও ফাইল ডিরেক্টরিতে থাকা সামগ্রীগুলির প্রয়োজন হতে পারে, রুটথবক্সসিএফজি অন্তর্ভুক্ত করতে।"
Token,টোকেন
Token Value,টোকেন মান
Tools,সরঞ্জামসমূহ
Tools & Upgrades,সরঞ্জাম ও আপগ্রেড
Total Cash Stolen,মোট নগদ চুরি
Total Users,মোট ব্যবহারকারী
Total Teams,মোট দল
Total Boxes,মোট বক্স
Type,আদর্শ
Unknown,অজানা
Unlock,আনলক করুন
Unlock Cost,আনলক ব্যয়
Unlock Level,আনলক স্তর
Unlocks,খুলে
Unlocks after,পরে আনলক হয়
Unlocks for,জন্য আনলক
Unlocks at,আনলক করে
Update Bank Password,ব্যাংক পাসওয়ার্ড আপডেট করুন
Update Configuration,আপডেট কনফিগারেশন
Update Password,পাসওয়ার্ড আপডেট করুন
Update RootTheBox,রুট দোবক্স আপডেট করুন
Upgrade Purchased,ক্রয় আপগ্রেড
Upgrade to,আপগ্রেড করুন
Upload,আপলোড
Upload Avatar,অবতারটি আপলোড করুন
Upload Avatar File,অবতার ফাইল আপলোড করুন
Upload Files,ফাইল আপলোড কর
Used,ব্যবহৃত
Used to secure your (in-game) bank account.,আপনার (ইন-গেম) ব্যাংক অ্যাকাউন্ট সুরক্ষিত করতে ব্যবহৃত।
User Handle,ব্যবহারকারী হ্যান্ডেল
User Management,ইউজার ম্যানেজমেন্ট
Users / Teams,ব্যবহারকারী / দল
Value,মান
View,দৃশ্য
View Box,বক্স দেখুন
View Details,বিস্তারিত দেখুন
Visible,দৃশ্যমান
Visible to Players,খেলোয়াড়দের কাছে দৃশ্যমান
Waiting for the game to start‚Ä¶,গেমটি শুরু হওয়ার অপেক্ষায় ‚Ä¶
Wall of Sheep,ওয়াল অফ ভেড়া
WARNING,সতর্কতামূলক
Welcome,স্বাগত
Welcome to the computer war game where security professionals can practice and learn.,সুরক্ষা পেশাদাররা অনুশীলন করতে এবং শিখতে পারে এমন কম্পিউটার ওয়ার গেমটিতে আপনাকে স্বাগতম।
Welcome to the Scene,দৃশ্যে স্বাগতম
What is the name of this box?,এই বাক্সটির নাম কী?
"What is your Corporation Name?  If you do not plan to use Corporations, just create one with no name.",আপনার কর্পোরেশন নাম কি? যদি আপনি কর্পোরেশনগুলি ব্যবহার করার পরিকল্পনা না করেন তবে কেবল কোনও নাম ছাড়াই একটি তৈরি করুন।
What is your motto?,আপনার মূলমন্ত্রটি কী?
What is your teams motto?,আপনার দলগুলির মূলমন্ত্রটি কী?
What type of system is this?,এটি কোন ধরণের সিস্টেম?
Whats the difficulty of the box?,বক্সের অসুবিধা কী?
When banking is disabled,যখন ব্যাংকিং অক্ষম থাকে
"When to start applying the penalty.  For example, you may want the first incorrect attempt to be free, but penalize subsequent attempts.","জরিমানা প্রয়োগ কখন শুরু করবেন। উদাহরণস্বরূপ, আপনি প্রথম ভুল প্রচেষ্টা মুক্ত হতে চাইতে পারেন, তবে পরবর্তী প্রচেষ্টাটিকে শাস্তি দিন।"
"When to stop applying the penalty.  For example, you may want to only penalize a certain total of the flags value and allow any further attempts to be free, thus allowing all flags to have some value.","জরিমানা প্রয়োগ কখন বন্ধ করবেন। উদাহরণস্বরূপ, আপনি কেবলমাত্র পতাকাঙ্কের কয়েকটি নির্দিষ্ট মূল্যকে দণ্ডিত করতে এবং আরও কোনও প্রচেষ্টা নিখরচায় করার অনুমতি দিতে পারেন, এইভাবে সমস্ত পতাকার কিছু মূল্য থাকতে পারে।"
when using banking.,ব্যাংকিং ব্যবহার করার সময়।
Windows,উইন্ডোজ
With contributions from,এর অবদানের সাথে
XML File,এক্সএমএল ফাইল
Yes,হাঁ
You are not on a team,আপনি একটি দলে নেই
You do not have access to this level yet.,আপনার এখনও এই স্তরে অ্যাক্সেস নেই।
You do not own this upgrade.,আপনি এই আপগ্রেডের মালিক নন।
You have not submitted any bribes yet.,আপনি এখনও কোন ঘুষ জমা দেন নি।
"Your email, visible to game administrators.","আপনার ইমেল, গেম প্রশাসকদের কাছে দৃশ্যমান।"
"Your handle must be 3-16 alphanumeric characters.  Underscore, dash, and dots allowed.","আপনার হ্যান্ডেলটি অবশ্যই 3-16 আলফা-সংখ্যার অক্ষর হতে হবে। অ্যান্ডস্কোর, ড্যাশ এবং বিন্দু অনুমোদিত।"
"Your name, visible to game administrators.  Your name can be 3-64 alphanumeric characters","আপনার নাম, গেম প্রশাসকদের কাছে দৃশ্যমান। আপনার নামটি 3-64 আলফা-সংখ্যার অক্ষর হতে পারে"
"Password Reset",পাসওয়ার্ড পুনরায় সেট করুন
"Forgot Password",পাসওয়ার্ড ভুলে গেছেন
"Request Password Reset",অনুরোধ পাসওয়ার্ড পুনরায় সেট করুন
"Update Email",আপডেট ইমেল
"Please check your email for account validation","অ্যাকাউন্ট বৈধতার জন্য আপনার ইমেল চেক করুন"
Validate Email,ইমেল যাচাই
"Enabling this feature will require validation of email before the user can access the game.  If this option is disabled, email will not be verified.","ব্যবহারকারীটি গেমটি অ্যাক্সেস করতে পারার আগে এই বৈশিষ্ট্যটি সক্ষম করার জন্য ইমেলের বৈধতা প্রয়োজন। এই বিকল্পটি অক্ষম থাকলে, ইমেল যাচাই করা হবে না।"
Note: Mail settings must be defined.,"নোট: মেল সেটিংস সংজ্ঞায়িত করা আবশ্যক।"
Validation,বৈধতা
